"Geography_Code","NM_1504_1_0","NM_1504_1_1","NM_1504_1_10","NM_1504_1_2","NM_1504_1_3","NM_1504_1_4","NM_1504_1_5","NM_1504_1_6","NM_1504_1_7","NM_1504_1_8","NM_1504_1_9"
"N00000491",525,525,0,0,0,0,0,0,0,0,0
"N00000492",414,410,1,0,1,0,1,0,1,0,0
"N00000493",331,327,0,1,1,0,0,0,0,1,1
"N00000494",825,815,0,0,2,1,0,0,1,6,0
"N00000495",336,334,0,0,0,0,2,0,0,0,0
"N00000496",837,820,0,0,2,3,2,0,7,3,0
"N00000497",837,821,0,0,4,1,5,0,2,4,0
"N00000498",337,332,0,0,0,5,0,0,0,0,0
"N00000499",296,294,1,0,0,1,0,0,0,0,0
"N00000500",503,503,0,0,0,0,0,0,0,0,0
"N00000501",300,298,1,0,1,0,0,0,0,0,0
"N00000502",196,196,0,0,0,0,0,0,0,0,0
"N00000503",395,392,2,0,1,0,0,0,0,0,0
"N00000504",236,235,0,0,0,0,0,1,0,0,0
"N00000505",225,224,1,0,0,0,0,0,0,0,0
"N00000506",282,279,0,0,1,0,0,0,0,0,2
"N00000507",269,264,0,0,0,0,5,0,0,0,0
"N00000508",316,307,1,0,0,0,4,0,0,0,4
"N00000509",357,349,0,0,0,0,1,0,0,0,7
"N00000510",290,287,0,0,0,1,2,0,0,0,0
"N00000511",520,520,0,0,0,0,0,0,0,0,0
"N00000512",430,423,0,0,0,0,0,0,7,0,0
"N00000513",327,323,1,0,0,0,0,0,3,0,0
"N00000514",357,354,0,0,1,0,0,0,2,0,0
"N00000515",345,345,0,0,0,0,0,0,0,0,0
"N00000516",215,212,1,0,1,0,0,0,0,1,0
"N00000517",394,388,0,0,0,0,0,0,6,0,0
"N00000518",311,307,0,0,3,0,0,0,0,1,0
"N00000519",260,260,0,0,0,0,0,0,0,0,0
"N00000520",612,605,4,1,1,1,0,0,0,0,0
"N00000521",413,410,0,0,2,0,0,0,1,0,0
"N00000522",451,450,0,0,0,0,0,0,1,0,0
"N00000523",397,396,0,0,0,0,0,0,1,0,0
"N00000524",488,487,0,0,1,0,0,0,0,0,0
"N00000525",431,430,0,0,1,0,0,0,0,0,0
"N00000526",260,252,0,0,0,0,0,0,4,4,0
"N00000527",344,340,1,0,0,0,0,0,3,0,0
"N00000528",247,238,2,2,0,2,0,0,3,0,0
"N00000529",238,227,4,0,0,0,0,0,0,7,0
"N00000530",292,292,0,0,0,0,0,0,0,0,0
"N00000531",317,308,0,0,0,5,0,0,4,0,0
"N00000532",214,203,3,0,0,8,0,0,0,0,0
"N00000533",214,208,0,0,0,3,0,0,2,1,0
"N00000534",490,489,0,0,1,0,0,0,0,0,0
"N00000535",519,517,0,0,1,0,0,0,0,0,1
"N00000536",392,392,0,0,0,0,0,0,0,0,0
"N00000537",413,410,0,0,0,0,0,0,3,0,0
"N00000538",395,394,0,0,0,0,0,0,0,0,1
"N00000539",381,381,0,0,0,0,0,0,0,0,0
"N00000540",291,290,0,0,0,0,0,0,1,0,0
"N00000541",407,407,0,0,0,0,0,0,0,0,0
"N00000542",265,265,0,0,0,0,0,0,0,0,0
"N00000543",389,389,0,0,0,0,0,0,0,0,0
"N00000544",273,273,0,0,0,0,0,0,0,0,0
"N00000545",288,284,0,0,0,4,0,0,0,0,0
"N00000546",280,280,0,0,0,0,0,0,0,0,0
"N00000547",327,323,0,0,0,3,1,0,0,0,0
"N00000548",285,285,0,0,0,0,0,0,0,0,0
"N00000549",215,209,0,6,0,0,0,0,0,0,0
"N00000550",429,424,0,0,0,0,5,0,0,0,0
"N00000551",269,258,0,8,1,0,0,0,1,0,1
"N00000552",254,254,0,0,0,0,0,0,0,0,0
"N00000553",347,340,0,2,0,0,0,0,0,5,0
"N00000554",250,241,0,9,0,0,0,0,0,0,0
"N00000555",251,237,0,12,2,0,0,0,0,0,0
"N00000556",348,341,0,2,1,0,0,0,2,2,0
"N00000557",552,552,0,0,0,0,0,0,0,0,0
"N00000558",466,466,0,0,0,0,0,0,0,0,0
"N00000559",322,322,0,0,0,0,0,0,0,0,0
"N00000560",413,412,1,0,0,0,0,0,0,0,0
"N00000561",493,490,0,0,2,0,0,0,1,0,0
"N00000562",364,364,0,0,0,0,0,0,0,0,0
"N00000563",923,883,1,21,3,4,2,0,3,4,2
"N00000564",323,310,0,2,1,5,0,0,0,5,0
"N00000565",218,216,0,0,0,0,0,0,0,1,1
"N00000566",320,313,0,6,0,0,0,0,1,0,0
"N00000567",517,512,0,0,2,1,0,0,1,1,0
"N00000568",369,369,0,0,0,0,0,0,0,0,0
"N00000569",380,373,0,0,5,0,0,0,0,1,1
"N00000570",337,335,0,0,2,0,0,0,0,0,0
"N00000571",303,297,0,0,0,1,0,0,5,0,0
"N00000572",572,561,0,0,0,0,0,0,11,0,0
"N00000573",364,356,0,0,1,1,0,0,5,0,1
"N00000574",435,415,1,0,3,4,5,0,2,4,1
"N00000575",462,462,0,0,0,0,0,0,0,0,0
"N00000576",344,344,0,0,0,0,0,0,0,0,0
"N00000577",434,432,0,0,2,0,0,0,0,0,0
"N00000578",718,713,1,0,2,0,1,0,0,1,0
"N00000579",480,479,0,0,1,0,0,0,0,0,0
"N00000580",474,474,0,0,0,0,0,0,0,0,0
"N00000581",539,539,0,0,0,0,0,0,0,0,0
"N00000582",401,400,1,0,0,0,0,0,0,0,0
"N00000583",305,302,0,0,0,0,0,0,1,2,0
"N00000584",493,490,1,1,0,0,0,0,1,0,0
"N00000585",477,475,0,0,1,0,0,0,1,0,0
"N00000586",446,446,0,0,0,0,0,0,0,0,0
"N00000587",465,455,0,0,1,3,0,5,0,1,0
"N00000588",394,394,0,0,0,0,0,0,0,0,0
"N00000589",639,637,1,0,1,0,0,0,0,0,0
"N00000590",416,413,0,1,0,0,0,0,0,0,2
"N00000591",454,452,0,1,0,0,0,0,0,1,0
"N00000592",480,480,0,0,0,0,0,0,0,0,0
"N00000593",576,572,0,1,2,0,0,0,0,1,0
"N00000594",371,371,0,0,0,0,0,0,0,0,0
"N00000595",525,523,0,0,0,0,0,0,1,0,1
"N00000596",293,282,0,0,1,0,0,0,0,4,6
"N00000597",235,229,6,0,0,0,0,0,0,0,0
"N00000598",287,282,0,0,1,0,0,0,2,2,0
"N00000599",223,210,0,1,2,0,6,0,0,0,4
"N00000600",350,340,5,0,1,0,0,0,0,4,0
"N00000601",283,273,1,1,4,0,0,0,0,4,0
"N00000602",214,209,1,0,3,1,0,0,0,0,0
"N00000603",414,411,0,0,0,0,0,0,0,3,0
"N00000604",340,339,0,0,1,0,0,0,0,0,0
"N00000605",488,483,0,0,0,0,0,0,1,4,0
"N00000606",352,350,0,0,1,0,0,0,0,0,1
"N00000607",310,308,0,0,0,0,0,0,1,0,1
"N00000608",365,364,0,1,0,0,0,0,0,0,0
"N00000609",375,374,0,0,0,0,0,0,1,0,0
"N00000610",419,415,2,0,0,0,0,0,0,2,0
"N00000611",301,299,1,0,0,0,0,0,0,0,1
"N00000612",543,542,0,0,0,0,0,0,1,0,0
"N00000613",236,236,0,0,0,0,0,0,0,0,0
"N00000614",217,217,0,0,0,0,0,0,0,0,0
"N00000615",139,139,0,0,0,0,0,0,0,0,0
"N00000616",301,299,0,0,0,0,0,0,2,0,0
"N00000617",310,310,0,0,0,0,0,0,0,0,0
"N00000618",621,603,5,0,2,0,0,0,0,11,0
"N00000619",371,368,0,0,0,2,1,0,0,0,0
"N00000620",372,366,1,0,1,0,3,0,0,1,0
"N00000621",390,379,1,0,0,0,5,0,0,0,5
"N00000622",385,382,1,0,2,0,0,0,0,0,0
"N00000623",332,332,0,0,0,0,0,0,0,0,0
"N00000624",469,468,1,0,0,0,0,0,0,0,0
"N00000625",262,255,2,0,1,0,0,0,2,2,0
"N00000626",492,491,0,0,0,1,0,0,0,0,0
"N00000627",456,456,0,0,0,0,0,0,0,0,0
"N00000628",415,411,0,0,3,1,0,0,0,0,0
"N00000629",438,437,1,0,0,0,0,0,0,0,0
"N00000630",272,269,2,0,0,1,0,0,0,0,0
"N00000631",406,406,0,0,0,0,0,0,0,0,0
"N00000632",474,471,1,0,0,0,0,0,1,0,1
"N00000633",325,325,0,0,0,0,0,0,0,0,0
"N00000634",495,491,4,0,0,0,0,0,0,0,0
"N00000635",410,410,0,0,0,0,0,0,0,0,0
"N00000636",399,397,0,0,0,0,0,0,1,0,1
"N00000637",832,818,0,0,0,0,0,0,8,6,0
"N00000638",398,396,0,0,2,0,0,0,0,0,0
"N00000639",408,408,0,0,0,0,0,0,0,0,0
"N00000640",343,334,0,0,2,0,0,0,7,0,0
"N00000641",341,339,0,0,0,2,0,0,0,0,0
"N00000642",389,389,0,0,0,0,0,0,0,0,0
"N00000643",477,477,0,0,0,0,0,0,0,0,0
"N00000644",548,548,0,0,0,0,0,0,0,0,0
"N00000645",451,451,0,0,0,0,0,0,0,0,0
"N00000646",419,416,0,0,3,0,0,0,0,0,0
"N00000647",723,723,0,0,0,0,0,0,0,0,0
"N00000648",381,379,0,0,2,0,0,0,0,0,0
"N00000649",389,387,0,0,0,1,0,0,0,0,1
"N00000650",602,598,0,0,4,0,0,0,0,0,0
"N00000651",278,274,0,0,0,4,0,0,0,0,0
"N00000652",533,533,0,0,0,0,0,0,0,0,0
"N00000653",309,309,0,0,0,0,0,0,0,0,0
"N00000654",269,269,0,0,0,0,0,0,0,0,0
"N00000655",368,365,0,0,3,0,0,0,0,0,0
"N00000656",242,241,0,0,0,1,0,0,0,0,0
"N00000657",851,844,0,0,1,0,0,0,3,0,3
"N00000658",364,363,0,0,1,0,0,0,0,0,0
"N00000659",391,389,2,0,0,0,0,0,0,0,0
"N00000660",387,383,0,0,3,0,0,0,0,1,0
"N00000661",384,382,1,0,1,0,0,0,0,0,0
"N00000662",352,352,0,0,0,0,0,0,0,0,0
"N00000663",395,392,0,0,2,1,0,0,0,0,0
"N00000664",378,375,0,0,2,0,0,0,0,0,1
"N00000665",485,484,1,0,0,0,0,0,0,0,0
"N00000666",439,439,0,0,0,0,0,0,0,0,0
"N00000667",538,529,1,3,3,0,0,0,0,0,2
"N00000668",323,321,1,0,0,0,0,0,0,0,1
"N00000669",493,489,0,0,3,0,0,0,1,0,0
"N00000670",292,288,0,0,3,0,0,0,1,0,0
"N00000671",239,239,0,0,0,0,0,0,0,0,0
"N00000672",324,324,0,0,0,0,0,0,0,0,0
"N00000673",943,936,0,0,1,0,0,0,5,1,0
"N00000674",316,311,1,0,0,4,0,0,0,0,0
"N00000675",387,383,0,0,1,3,0,0,0,0,0
"N00000676",721,710,1,0,0,4,0,0,6,0,0
"N00000677",295,289,0,0,0,3,0,0,3,0,0
"N00000678",531,531,0,0,0,0,0,0,0,0,0
"N00000679",561,561,0,0,0,0,0,0,0,0,0
"N00000680",413,412,0,1,0,0,0,0,0,0,0
"N00000681",385,384,0,0,0,0,0,0,1,0,0
"N00000682",485,485,0,0,0,0,0,0,0,0,0
"N00000683",391,389,0,0,1,0,0,0,0,0,1
"N00000684",595,595,0,0,0,0,0,0,0,0,0
"N00000685",326,319,0,5,2,0,0,0,0,0,0
"N00000686",499,497,1,0,0,0,0,0,0,1,0
"N00000687",379,378,0,0,1,0,0,0,0,0,0
"N00000688",407,406,1,0,0,0,0,0,0,0,0
"N00000689",392,392,0,0,0,0,0,0,0,0,0
"N00000690",282,282,0,0,0,0,0,0,0,0,0
"N00000691",303,301,0,0,1,1,0,0,0,0,0
"N00000692",244,243,0,0,0,1,0,0,0,0,0
"N00000693",287,287,0,0,0,0,0,0,0,0,0
"N00000694",873,866,0,0,1,0,0,0,5,1,0
"N00000695",518,511,0,0,2,0,0,0,5,0,0
"N00000696",180,179,0,0,0,0,0,0,1,0,0
"N00000697",380,373,0,0,0,0,0,0,7,0,0
"N00000698",451,447,0,0,0,3,0,0,1,0,0
"N00000699",256,256,0,0,0,0,0,0,0,0,0
"N00000700",262,261,0,0,0,0,0,0,0,0,1
"N00000701",235,235,0,0,0,0,0,0,0,0,0
"N00000702",771,763,0,0,1,1,0,0,6,0,0
"N00000703",342,336,0,0,2,0,0,0,0,4,0
"N00000704",656,654,0,0,2,0,0,0,0,0,0
"N00000705",680,674,0,0,1,5,0,0,0,0,0
"N00000706",437,436,0,0,1,0,0,0,0,0,0
"N00000707",360,359,0,0,1,0,0,0,0,0,0
"N00000708",466,465,0,0,1,0,0,0,0,0,0
"N00000709",465,465,0,0,0,0,0,0,0,0,0
"N00000710",345,345,0,0,0,0,0,0,0,0,0
"N00000711",522,521,0,0,0,0,0,0,0,1,0
"N00000712",385,385,0,0,0,0,0,0,0,0,0
"N00000713",421,421,0,0,0,0,0,0,0,0,0
"N00000714",453,448,1,0,4,0,0,0,0,0,0
"N00000715",656,644,1,0,6,0,0,1,1,3,0
"N00000716",897,875,0,0,3,1,0,0,12,6,0
"N00000717",576,570,0,0,2,0,0,0,2,2,0
"N00000718",1923,1895,5,3,9,0,9,0,1,1,0
"N00000719",260,257,0,0,2,0,0,0,0,0,1
"N00000720",484,482,0,0,1,0,0,0,0,1,0
"N00000721",460,460,0,0,0,0,0,0,0,0,0
"N00000722",495,492,2,0,1,0,0,0,0,0,0
"N00000723",445,441,0,0,3,0,0,0,1,0,0
"N00000724",495,494,0,0,0,0,0,0,0,1,0
"N00000725",477,476,0,0,1,0,0,0,0,0,0
"N00000726",445,445,0,0,0,0,0,0,0,0,0
"N00000727",274,274,0,0,0,0,0,0,0,0,0
"N00000728",495,490,3,0,2,0,0,0,0,0,0
"N00000729",355,346,0,0,1,0,0,0,6,2,0
"N00000730",305,305,0,0,0,0,0,0,0,0,0
"N00000731",267,267,0,0,0,0,0,0,0,0,0
"N00000732",569,558,5,0,3,0,0,0,0,3,0
"N00000733",325,322,0,0,1,0,0,0,0,2,0
"N00000734",416,415,0,0,1,0,0,0,0,0,0
"N00000735",422,418,0,0,1,0,0,0,0,3,0
"N00000736",382,381,0,0,0,0,0,0,1,0,0
"N00000737",382,382,0,0,0,0,0,0,0,0,0
"N00000738",432,430,0,0,0,0,0,0,0,0,2
"N00000739",444,443,1,0,0,0,0,0,0,0,0
"N00000740",567,555,1,6,0,3,0,0,0,2,0
"N00000741",345,345,0,0,0,0,0,0,0,0,0
"N00000742",286,278,1,0,1,4,0,0,0,2,0
"N00000743",270,259,0,0,4,2,0,0,0,5,0
"N00000744",283,277,0,0,2,0,0,0,0,4,0
"N00000745",470,469,0,0,0,0,0,0,0,0,1
"N00000746",508,505,0,0,2,0,0,0,0,1,0
"N00000747",401,397,0,0,3,0,0,0,0,1,0
"N00000748",454,451,1,0,2,0,0,0,0,0,0
"N00000749",387,387,0,0,0,0,0,0,0,0,0
"N00000750",319,317,0,0,0,0,0,0,0,2,0
"N00000751",464,462,0,0,0,1,0,0,0,1,0
"N00000752",412,402,1,0,0,0,0,0,0,9,0
"N00000753",436,429,1,0,3,2,0,0,0,1,0
"N00000754",436,433,0,0,0,2,0,0,0,0,1
"N00000755",391,391,0,0,0,0,0,0,0,0,0
"N00000756",366,360,1,0,4,0,0,0,0,1,0
"N00000757",451,450,0,0,0,0,0,0,1,0,0
"N00000758",471,466,0,0,5,0,0,0,0,0,0
"N00000759",304,301,0,0,3,0,0,0,0,0,0
"N00000760",250,248,2,0,0,0,0,0,0,0,0
"N00000761",421,415,0,0,2,1,0,0,1,0,2
"N00000762",222,220,0,0,2,0,0,0,0,0,0
"N00000763",410,409,0,1,0,0,0,0,0,0,0
"N00000764",278,278,0,0,0,0,0,0,0,0,0
"N00000765",413,413,0,0,0,0,0,0,0,0,0
"N00000766",776,773,0,0,1,1,0,0,1,0,0
"N00000767",312,304,0,0,2,0,0,1,4,1,0
"N00000768",276,273,0,0,2,0,0,0,0,0,1
"N00000769",393,393,0,0,0,0,0,0,0,0,0
"N00000770",374,369,0,0,3,0,0,0,0,2,0
"N00000771",233,233,0,0,0,0,0,0,0,0,0
"N00000772",456,455,0,0,0,0,0,0,0,1,0
"N00000773",420,419,0,0,0,1,0,0,0,0,0
"N00000774",1023,1016,0,0,0,0,2,4,1,0,0
"N00000775",296,292,0,0,2,1,0,0,1,0,0
"N00000776",327,325,0,0,0,0,1,0,0,0,1
"N00000777",912,896,6,0,3,0,0,0,5,0,2
"N00000778",432,431,1,0,0,0,0,0,0,0,0
"N00000779",564,561,0,0,0,0,0,0,2,0,1
"N00000780",531,524,1,0,3,0,0,0,2,1,0
"N00000781",508,498,4,0,4,1,0,0,1,0,0
"N00000782",526,525,0,0,0,0,0,0,1,0,0
"N00000783",565,565,0,0,0,0,0,0,0,0,0
"N00000784",437,437,0,0,0,0,0,0,0,0,0
"N00000785",332,331,0,0,0,0,0,0,1,0,0
"N00000786",384,382,1,0,1,0,0,0,0,0,0
"N00000787",437,433,0,0,0,0,4,0,0,0,0
"N00000788",427,423,4,0,0,0,0,0,0,0,0
"N00000789",997,991,0,0,3,0,1,0,1,0,1
"N00000790",530,529,0,0,1,0,0,0,0,0,0
"N00000791",347,342,0,0,2,0,0,0,0,1,2
"N00000792",399,397,0,0,1,0,0,0,0,1,0
"N00000793",451,450,0,0,0,0,0,0,0,1,0
"N00000794",467,466,0,0,0,0,0,0,0,1,0
"N00000795",539,539,0,0,0,0,0,0,0,0,0
"N00000796",351,350,0,0,1,0,0,0,0,0,0
"N00000797",349,349,0,0,0,0,0,0,0,0,0
"N00000798",527,517,0,0,5,0,4,0,0,0,1
"N00000799",475,470,2,0,2,0,0,0,1,0,0
"N00000800",428,427,0,1,0,0,0,0,0,0,0
"N00000801",529,527,1,0,0,0,0,0,1,0,0
"N00000802",272,272,0,0,0,0,0,0,0,0,0
"N00000803",398,398,0,0,0,0,0,0,0,0,0
"N00000804",422,422,0,0,0,0,0,0,0,0,0
"N00000805",383,383,0,0,0,0,0,0,0,0,0
"N00000806",341,340,1,0,0,0,0,0,0,0,0
"N00000807",521,518,0,0,1,0,0,0,2,0,0
"N00000808",243,241,0,0,0,0,0,0,2,0,0
"N00000809",557,553,0,0,0,0,0,0,4,0,0
"N00000810",434,428,1,0,3,1,0,0,1,0,0
"N00000811",345,342,1,0,1,0,0,0,0,1,0
"N00000812",299,297,0,0,0,0,0,0,2,0,0
"N00000813",491,484,0,0,1,0,0,0,5,0,1
"N00000814",258,258,0,0,0,0,0,0,0,0,0
"N00000815",487,483,0,0,0,0,0,0,4,0,0
"N00000816",558,558,0,0,0,0,0,0,0,0,0
"N00000817",256,254,1,0,1,0,0,0,0,0,0
"N00000818",324,324,0,0,0,0,0,0,0,0,0
"N00000819",253,253,0,0,0,0,0,0,0,0,0
"N00000820",375,372,0,0,0,1,0,0,1,0,1
"N00000821",269,260,0,0,3,0,0,0,6,0,0
"N00000822",209,209,0,0,0,0,0,0,0,0,0
"N00000823",365,352,0,0,3,9,0,0,1,0,0
"N00000824",253,252,0,0,0,1,0,0,0,0,0
"N00000825",367,364,0,0,0,3,0,0,0,0,0
"N00000826",302,302,0,0,0,0,0,0,0,0,0
"N00000827",298,298,0,0,0,0,0,0,0,0,0
"N00000828",231,231,0,0,0,0,0,0,0,0,0
"N00000829",310,309,0,0,0,0,0,0,1,0,0
"N00000830",260,259,0,0,0,0,0,0,1,0,0
"N00000831",306,306,0,0,0,0,0,0,0,0,0
"N00000832",273,273,0,0,0,0,0,0,0,0,0
"N00000833",253,244,0,0,0,9,0,0,0,0,0
"N00000834",390,378,0,7,0,3,0,0,0,0,2
"N00000835",301,300,0,0,0,0,0,0,0,0,1
"N00000836",347,347,0,0,0,0,0,0,0,0,0
"N00000837",351,347,1,0,0,0,0,0,0,3,0
"N00000838",283,280,0,0,0,3,0,0,0,0,0
"N00000839",363,358,0,0,0,3,0,1,1,0,0
"N00000840",272,271,1,0,0,0,0,0,0,0,0
"N00000841",295,293,1,1,0,0,0,0,0,0,0
"N00000842",556,545,0,0,1,1,0,1,0,4,4
"N00000843",233,233,0,0,0,0,0,0,0,0,0
"N00000844",213,213,0,0,0,0,0,0,0,0,0
"N00000845",202,201,0,0,0,0,0,0,1,0,0
"N00000846",246,245,0,0,0,0,0,0,0,0,1
"N00000847",958,950,1,0,3,0,0,0,0,0,4
"N00000848",240,240,0,0,0,0,0,0,0,0,0
"N00000849",307,306,0,0,0,0,0,0,0,1,0
"N00000850",270,267,2,0,0,0,0,0,0,0,1
"N00000851",243,242,0,0,0,0,0,0,0,0,1
"N00000852",1179,1169,1,0,3,0,0,2,0,0,4
"N00000853",282,282,0,0,0,0,0,0,0,0,0
"N00000854",763,753,0,2,5,0,0,0,3,0,0
"N00000855",169,153,0,1,3,0,0,0,0,9,3
"N00000856",182,177,0,0,0,5,0,0,0,0,0
"N00000857",386,373,2,0,6,5,0,0,0,0,0
"N00000858",239,223,0,0,0,6,4,0,1,4,1
"N00000859",287,253,0,0,4,14,0,0,2,13,1
"N00000860",437,429,3,0,2,0,0,0,1,0,2
"N00000861",303,297,0,0,0,6,0,0,0,0,0
"N00000862",876,831,2,0,3,3,0,2,16,13,6
"N00000863",294,283,0,0,5,1,0,0,4,0,1
"N00000864",305,286,0,0,4,1,6,0,4,4,0
"N00000865",358,344,0,0,1,5,0,5,0,1,2
"N00000866",342,310,0,0,0,1,0,1,14,13,3
"N00000867",288,263,4,0,5,1,0,0,7,8,0
"N00000868",297,292,1,0,0,0,0,0,0,4,0
"N00000869",186,172,0,0,3,1,0,0,0,8,2
"N00000870",394,382,0,0,0,0,0,0,9,1,2
"N00000871",340,328,1,0,2,0,0,0,3,6,0
"N00000872",256,246,1,0,2,0,0,0,4,3,0
"N00000873",322,319,0,0,2,0,0,0,0,0,1
"N00000874",533,481,4,0,3,35,0,1,7,0,2
"N00000875",284,280,0,0,2,0,0,0,1,1,0
"N00000876",212,211,1,0,0,0,0,0,0,0,0
"N00000877",357,350,0,0,1,0,0,1,0,0,5
"N00000878",234,233,0,0,0,0,0,0,1,0,0
"N00000879",1015,1006,0,0,1,3,0,0,0,5,0
"N00000880",315,313,0,1,0,0,0,0,0,0,1
"N00000881",296,291,3,0,0,0,0,0,0,0,2
"N00000882",253,243,2,0,4,0,0,0,0,1,3
"N00000883",264,258,0,0,1,0,0,0,5,0,0
"N00000884",205,194,1,0,3,0,0,0,0,2,5
"N00000885",618,590,6,0,3,0,2,0,3,5,9
"N00000886",253,232,5,0,1,6,1,1,0,6,1
"N00000887",308,299,2,1,1,3,0,1,1,0,0
"N00000888",308,274,2,0,3,11,0,0,0,18,0
"N00000889",259,239,0,0,3,3,0,5,2,5,2
"N00000890",339,326,0,0,1,0,0,0,8,0,4
"N00000891",346,326,2,0,3,1,0,0,2,8,4
"N00000892",318,308,0,0,2,0,0,0,3,3,2
"N00000893",284,263,0,0,2,16,0,0,3,0,0
"N00000894",263,253,0,0,0,3,0,0,1,0,6
"N00000895",272,244,1,0,3,1,0,6,11,2,4
"N00000896",265,241,0,0,1,5,0,0,7,4,7
"N00000897",300,280,0,0,1,5,0,1,3,10,0
"N00000898",307,296,0,0,1,0,0,0,2,3,5
"N00000899",306,280,0,0,0,2,0,5,15,4,0
"N00000900",216,185,1,0,2,0,0,0,21,1,6
"N00000901",313,299,3,0,5,2,0,1,2,0,1
"N00000902",294,263,0,0,5,1,0,0,12,3,10
"N00000903",206,118,2,0,3,2,0,14,67,0,0
"N00000904",446,416,2,0,6,1,0,2,11,0,8
"N00000905",325,309,1,0,0,6,0,3,2,3,1
"N00000906",263,256,0,0,0,1,0,2,0,4,0
"N00000907",332,322,0,0,0,0,0,0,3,7,0
"N00000908",329,325,1,0,2,0,0,0,0,1,0
"N00000909",246,244,0,0,0,0,0,0,2,0,0
"N00000910",273,268,0,0,0,1,2,0,1,1,0
"N00000911",239,239,0,0,0,0,0,0,0,0,0
"N00000912",243,231,0,0,7,0,0,0,0,5,0
"N00000913",321,316,0,0,0,0,0,0,0,5,0
"N00000914",294,288,0,0,0,0,0,0,0,6,0
"N00000915",214,213,0,0,0,0,0,0,1,0,0
"N00000916",234,226,0,0,1,0,4,0,0,3,0
"N00000917",226,226,0,0,0,0,0,0,0,0,0
"N00000918",261,260,0,0,0,1,0,0,0,0,0
"N00000919",229,216,0,0,3,0,4,0,0,5,1
"N00000920",148,138,6,0,0,0,0,0,1,1,2
"N00000921",713,698,1,0,4,0,0,0,5,1,4
"N00000922",292,284,3,0,1,0,0,0,2,1,1
"N00000923",257,249,1,0,5,0,0,1,1,0,0
"N00000924",224,220,0,0,0,0,0,0,4,0,0
"N00000925",288,283,0,0,1,0,0,0,4,0,0
"N00000926",284,277,0,0,0,0,0,0,2,5,0
"N00000927",421,273,0,0,7,5,0,0,4,126,6
"N00000928",356,346,1,0,1,0,0,0,0,6,2
"N00000929",437,418,0,3,6,8,1,0,1,0,0
"N00000930",364,358,0,0,1,0,0,0,4,0,1
"N00000931",682,665,0,0,0,1,0,0,1,11,4
"N00000932",419,380,0,1,1,0,0,0,2,35,0
"N00000933",288,269,0,0,1,4,0,0,7,6,1
"N00000934",282,269,0,2,0,0,0,1,0,9,1
"N00000935",251,239,0,1,0,3,0,0,7,1,0
"N00000936",473,470,0,0,0,0,0,0,1,0,2
"N00000937",433,429,0,0,3,0,0,0,1,0,0
"N00000938",345,343,0,0,0,0,0,0,0,0,2
"N00000939",198,195,0,0,0,0,0,0,3,0,0
"N00000940",252,239,0,1,3,0,0,0,9,0,0
"N00000941",343,340,0,0,0,0,0,0,1,2,0
"N00000942",280,279,0,0,0,0,0,0,0,0,1
"N00000943",272,265,0,0,1,5,0,0,0,1,0
"N00000944",245,235,2,0,1,1,0,0,0,4,2
"N00000945",254,254,0,0,0,0,0,0,0,0,0
"N00000946",386,373,4,0,2,0,1,0,0,0,6
"N00000947",248,248,0,0,0,0,0,0,0,0,0
"N00000948",225,225,0,0,0,0,0,0,0,0,0
"N00000949",314,305,1,0,1,0,0,0,0,6,1
"N00000950",317,308,1,2,1,3,0,0,0,0,2
"N00000951",240,238,1,0,0,0,0,0,0,0,1
"N00000952",391,372,1,0,2,0,0,0,0,16,0
"N00000953",238,238,0,0,0,0,0,0,0,0,0
"N00000954",275,268,0,0,2,0,0,0,1,0,4
"N00000955",394,390,0,0,0,1,0,0,0,0,3
"N00000956",488,481,0,0,0,1,2,0,0,1,3
"N00000957",555,554,0,0,1,0,0,0,0,0,0
"N00000958",294,287,2,0,2,0,0,0,0,0,3
"N00000959",476,464,3,0,3,4,0,0,1,1,0
"N00000960",515,501,0,0,2,0,0,0,10,1,1
"N00000961",311,309,1,0,0,0,0,0,0,1,0
"N00000962",338,329,0,0,2,0,0,0,0,4,3
"N00000963",252,245,0,0,0,0,0,0,7,0,0
"N00000964",297,295,0,0,2,0,0,0,0,0,0
"N00000965",300,300,0,0,0,0,0,0,0,0,0
"N00000966",331,328,0,0,0,0,0,0,0,3,0
"N00000967",378,348,1,2,2,0,0,0,19,5,1
"N00000968",255,247,1,0,0,0,0,0,1,0,6
"N00000969",193,183,0,0,0,4,0,0,1,0,5
"N00000970",486,477,2,1,1,3,0,0,1,0,1
"N00000971",261,259,0,0,1,0,0,0,0,0,1
"N00000972",317,312,1,0,1,3,0,0,0,0,0
"N00000973",331,325,0,0,2,3,0,0,0,0,1
"N00000974",275,272,0,0,1,2,0,0,0,0,0
"N00000975",262,250,4,0,1,0,0,0,2,2,3
"N00000976",141,132,0,0,0,4,0,0,0,0,5
"N00000977",285,276,2,0,4,0,0,0,2,1,0
"N00000978",239,237,0,0,1,0,0,0,0,0,1
"N00000979",217,214,0,0,1,0,0,0,0,0,2
"N00000980",223,207,2,0,3,0,0,0,3,2,6
"N00000981",207,198,1,0,1,0,0,0,4,0,3
"N00000982",252,246,1,0,1,1,0,0,2,0,1
"N00000983",336,333,1,0,0,0,0,0,0,1,1
"N00000984",329,311,2,0,3,4,0,0,2,4,3
"N00000985",244,243,0,0,0,0,0,0,1,0,0
