"Geography_Code","NM_1530_1_0","NM_1530_1_1","NM_1530_1_2"
"N00001158",266,266,0
"N00001159",365,365,0
"N00001160",357,357,0
"N00001161",250,250,0
"N00001162",169,169,0
"N00001163",336,300,36
"N00001164",342,342,0
"N00001165",322,322,0
"N00001166",593,588,5
"N00001167",342,342,0
"N00001168",353,353,0
"N00001169",320,320,0
"N00001170",333,333,0
"N00001171",408,408,0
"N00001172",307,295,12
"N00001173",262,262,0
"N00001174",343,343,0
"N00001175",306,306,0
"N00001176",241,241,0
"N00001177",266,266,0
"N00001178",406,406,0
"N00001179",342,342,0
"N00001180",157,157,0
"N00001181",295,239,56
"N00001182",352,352,0
"N00001183",444,444,0
"N00001184",283,283,0
"N00001185",268,268,0
"N00001186",267,267,0
"N00001187",323,323,0
"N00001188",806,704,102
"N00001189",304,304,0
"N00001190",278,278,0
"N00001191",245,245,0
"N00001192",256,256,0
"N00001193",232,232,0
"N00001194",269,269,0
"N00001195",184,184,0
"N00001196",354,354,0
"N00001197",266,266,0
"N00001198",467,397,70
"N00001199",194,194,0
"N00001200",395,370,25
"N00001201",311,311,0
"N00001202",323,298,25
"N00001203",315,294,21
"N00001204",956,956,0
"N00001205",564,564,0
"N00001206",229,229,0
"N00001207",400,400,0
"N00001208",339,339,0
"N00001209",254,254,0
"N00001210",332,332,0
"N00001211",285,285,0
"N00001212",301,301,0
"N00001213",299,299,0
"N00001214",289,289,0
"N00001215",281,281,0
"N00001216",406,406,0
"N00001217",413,366,47
"N00001218",279,279,0
"N00001219",301,301,0
"N00001220",231,231,0
"N00001221",258,258,0
"N00001222",213,213,0
"N00001223",300,300,0
"N00001224",265,265,0
"N00001225",242,242,0
"N00001226",236,236,0
"N00001227",246,246,0
"N00001228",212,185,27
"N00001229",255,255,0
"N00001230",298,298,0
"N00001231",401,353,48
"N00001232",375,375,0
"N00001233",421,421,0
"N00001234",351,351,0
"N00001235",953,953,0
"N00001236",372,372,0
"N00001237",289,289,0
"N00001238",297,297,0
"N00001239",313,313,0
"N00001240",1095,1095,0
"N00001241",352,352,0
"N00001242",335,335,0
"N00001243",275,275,0
"N00001244",335,291,44
"N00001245",334,334,0
"N00001246",608,608,0
"N00001247",245,245,0
"N00001248",430,430,0
"N00001249",403,403,0
"N00001250",463,463,0
"N00001251",327,327,0
"N00001252",321,305,16
"N00001253",233,233,0
"N00001254",314,314,0
"N00001255",276,276,0
"N00001256",262,262,0
"N00001257",233,233,0
"N00001258",250,250,0
"N00001259",285,285,0
"N00001260",363,363,0
"N00001261",249,249,0
"N00001262",389,389,0
"N00001263",289,289,0
"N00001264",204,204,0
"N00001265",971,971,0
"N00001266",188,188,0
"N00001267",322,322,0
"N00001268",283,283,0
"N00001269",522,512,10
"N00001270",278,278,0
"N00001271",1514,1514,0
"N00001272",222,222,0
"N00001273",221,221,0
"N00001274",238,238,0
"N00001275",210,210,0
"N00001276",218,218,0
"N00001277",266,266,0
"N00001278",291,291,0
"N00001279",168,168,0
"N00001280",213,213,0
"N00001281",334,334,0
"N00001282",330,330,0
"N00001283",338,338,0
"N00001284",352,352,0
"N00001285",331,331,0
"N00001286",348,348,0
"N00001287",295,295,0
"N00001288",289,289,0
"N00001289",288,288,0
"N00001290",318,318,0
"N00001291",344,344,0
"N00001292",878,878,0
"N00001293",358,358,0
"N00001294",335,335,0
"N00001295",312,312,0
"N00001296",273,273,0
"N00001297",384,384,0
"N00001298",394,394,0
"N00001299",319,319,0
"N00001300",287,287,0
"N00001301",375,375,0
"N00001302",745,745,0
"N00001303",333,333,0
"N00001304",322,322,0
"N00001305",325,325,0
"N00001306",214,214,0
"N00001307",321,321,0
"N00001308",486,486,0
"N00001309",368,368,0
"N00001310",981,981,0
"N00001311",326,326,0
"N00001312",654,654,0
"N00001313",417,417,0
"N00001314",401,401,0
"N00001315",246,246,0
"N00001316",352,352,0
"N00001317",267,267,0
"N00001318",287,287,0
"N00001319",285,285,0
"N00001320",253,253,0
"N00001321",274,274,0
"N00001322",274,274,0
"N00001323",295,277,18
"N00001324",243,243,0
"N00001325",1263,1257,6
"N00001326",360,360,0
"N00001327",328,328,0
"N00001328",1036,992,44
"N00001329",281,281,0
"N00001330",322,322,0
"N00001331",274,266,8
"N00001332",186,186,0
"N00001333",337,337,0
"N00001334",354,313,41
"N00001335",194,194,0
"N00001336",318,314,4
"N00001337",302,302,0
"N00001338",303,303,0
"N00001339",370,359,11
"N00001340",779,779,0
"N00001341",329,329,0
"N00001342",388,388,0
"N00001343",293,293,0
"N00001344",330,330,0
"N00001345",250,250,0
"N00001346",820,790,30
"N00001347",513,493,20
"N00001348",304,304,0
"N00001349",248,248,0
"N00001350",919,869,50
"N00001351",390,390,0
"N00001352",303,303,0
"N00001353",358,327,31
"N00001354",756,756,0
"N00001355",287,287,0
"N00001356",280,280,0
"N00001357",155,155,0
"N00001358",344,344,0
"N00001359",294,294,0
"N00001360",276,276,0
"N00001361",295,295,0
"N00001362",293,293,0
"N00001363",263,263,0
"N00001364",539,539,0
"N00001365",387,387,0
"N00001366",252,252,0
"N00001367",353,353,0
"N00001368",295,295,0
"N00001369",365,365,0
"N00001370",369,369,0
"N00001371",313,313,0
"N00001372",584,584,0
"N00001373",293,293,0
"N00001374",297,297,0
"N00001375",338,338,0
"N00001376",191,191,0
"N00001377",276,276,0
"N00001378",258,258,0
"N00001379",246,246,0
"N00001380",381,331,50
"N00001381",395,394,1
"N00001382",316,316,0
"N00001383",344,285,59
"N00001384",287,287,0
"N00001385",359,359,0
"N00001386",532,532,0
"N00001387",263,263,0
"N00001388",270,230,40
"N00001389",188,188,0
"N00001390",287,287,0
"N00001391",286,286,0
"N00001392",263,263,0
"N00001393",269,269,0
"N00001394",284,284,0
"N00001395",277,277,0
"N00001396",607,607,0
"N00001397",183,183,0
"N00001398",250,250,0
"N00001399",889,849,40
"N00001400",330,330,0
"N00001401",851,851,0
"N00001402",652,652,0
"N00001403",377,362,15
"N00001404",706,596,110
"N00001405",235,235,0
"N00001406",216,216,0
"N00001407",256,238,18
"N00001408",467,467,0
"N00001409",292,292,0
"N00001410",294,294,0
"N00001411",280,280,0
"N00001412",164,162,2
"N00001413",277,277,0
"N00001414",278,278,0
"N00001415",275,275,0
"N00001416",947,947,0
"N00001417",277,277,0
"N00001418",662,654,8
"N00001419",248,248,0
"N00001420",243,243,0
"N00001421",1333,1332,1
"N00001422",200,200,0
"N00001423",445,444,1
"N00001424",223,223,0
"N00001425",267,267,0
"N00001426",229,229,0
"N00001427",251,251,0
"N00001428",279,279,0
"N00001429",1073,1041,32
"N00001430",262,262,0
"N00001431",326,326,0
"N00001432",281,281,0
"N00001433",254,254,0
"N00001434",302,302,0
"N00001435",233,233,0
"N00001436",301,301,0
"N00001437",201,201,0
"N00001438",291,291,0
"N00001439",270,270,0
"N00001440",251,251,0
"N00001441",282,282,0
"N00001442",347,260,87
"N00001443",209,185,24
"N00001444",268,268,0
"N00001445",371,371,0
"N00001446",304,304,0
"N00001447",315,280,35
"N00001448",350,350,0
"N00001449",323,323,0
"N00001450",263,263,0
"N00001451",248,248,0
"N00001452",324,324,0
"N00001453",372,372,0
"N00001454",319,319,0
"N00001455",261,261,0
"N00001456",334,334,0
"N00001457",318,318,0
"N00001458",376,288,88
"N00001459",471,318,153
"N00001460",599,599,0
"N00001461",317,317,0
"N00001462",357,357,0
"N00001463",385,385,0
"N00001464",345,345,0
"N00001465",422,422,0
"N00001466",280,255,25
"N00001467",1504,261,1243
"N00001468",283,283,0
"N00001469",246,246,0
"N00001470",348,348,0
"N00001471",493,493,0
"N00001472",891,633,258
"N00001473",426,426,0
"N00001474",347,326,21
"N00001475",302,302,0
"N00001476",277,277,0
"N00001477",271,271,0
"N00001478",301,301,0
"N00001479",344,344,0
"N00001480",477,421,56
"N00001481",229,229,0
"N00001482",307,307,0
"N00001483",254,254,0
"N00001484",213,213,0
"N00001485",248,248,0
"N00001486",358,323,35
"N00001487",298,298,0
"N00001488",277,277,0
"N00001489",293,293,0
"N00001490",196,196,0
"N00001491",250,250,0
"N00001492",226,226,0
"N00001493",260,260,0
"N00001494",198,198,0
"N00001495",288,288,0
"N00001496",266,266,0
"N00001497",236,236,0
"N00001498",460,460,0
"N00001499",335,335,0
"N00001500",214,214,0
"N00001501",497,497,0
"N00001502",409,409,0
"N00001503",204,204,0
"N00001504",272,272,0
"N00001505",473,473,0
"N00001506",239,239,0
"N00001507",254,254,0
"N00001508",466,466,0
"N00001509",385,385,0
"N00001510",215,215,0
"N00001511",638,638,0
"N00001512",294,294,0
"N00001513",236,236,0
"N00001514",249,249,0
"N00001515",351,327,24
"N00001516",275,275,0
"N00001517",359,359,0
"N00001518",436,436,0
"N00001519",298,298,0
"N00001520",265,265,0
"N00001521",249,249,0
"N00001522",278,278,0
"N00001523",211,211,0
"N00001524",253,253,0
"N00001525",239,239,0
"N00001526",219,219,0
"N00001527",243,243,0
"N00001528",244,244,0
"N00001529",286,286,0
"N00001530",386,386,0
"N00001531",320,320,0
"N00001532",435,435,0
"N00001533",636,636,0
"N00001534",321,321,0
"N00001535",385,385,0
"N00001536",401,355,46
"N00001537",356,356,0
"N00001538",386,386,0
"N00001539",346,346,0
"N00001540",408,408,0
"N00001541",286,286,0
"N00001542",324,324,0
"N00001543",366,366,0
"N00001544",280,280,0
"N00001545",352,351,1
"N00001546",352,352,0
"N00001547",316,316,0
"N00001548",317,317,0
"N00001549",376,376,0
"N00001550",213,190,23
"N00001551",388,368,20
"N00001552",376,376,0
"N00001553",264,249,15
"N00001554",326,326,0
"N00001555",272,272,0
"N00001556",211,205,6
"N00001557",268,268,0
"N00001558",247,247,0
"N00001559",328,328,0
"N00001560",266,266,0
"N00001561",218,218,0
"N00001562",215,215,0
"N00001563",172,172,0
"N00001564",352,352,0
"N00001565",351,351,0
"N00001566",387,387,0
"N00001567",251,251,0
"N00001568",297,294,3
"N00001569",329,329,0
"N00001570",1119,1119,0
"N00001571",493,403,90
"N00001572",355,355,0
"N00001573",444,444,0
"N00001574",310,310,0
"N00001575",317,317,0
"N00001576",365,365,0
"N00001577",364,364,0
"N00001578",312,312,0
"N00001579",317,317,0
"N00001580",328,322,6
"N00001581",306,306,0
"N00001582",293,254,39
"N00001583",234,234,0
"N00001584",184,184,0
"N00001585",444,444,0
"N00001586",254,254,0
"N00001587",333,333,0
"N00001588",290,290,0
"N00001589",318,262,56
"N00001590",356,356,0
"N00001591",275,275,0
"N00001592",305,305,0
"N00001593",518,517,1
"N00001594",364,364,0
"N00001595",289,289,0
"N00001596",395,393,2
"N00001597",271,271,0
"N00001598",381,381,0
"N00001599",445,445,0
"N00001600",317,317,0
"N00001601",277,276,1
"N00001602",342,342,0
"N00001603",305,305,0
"N00001604",276,276,0
"N00001605",283,283,0
"N00001606",197,197,0
"N00001607",262,262,0
"N00001608",238,238,0
"N00001609",243,243,0
"N00001610",220,220,0
"N00001611",292,292,0
"N00001612",295,295,0
"N00001613",691,691,0
"N00001614",245,245,0
"N00001615",318,318,0
"N00001616",299,299,0
"N00001617",258,258,0
"N00001618",236,236,0
"N00001619",278,278,0
"N00001620",333,333,0
"N00001621",241,241,0
"N00001622",240,240,0
"N00001623",287,287,0
"N00001624",150,150,0
"N00001625",253,253,0
"N00001626",236,236,0
"N00001627",179,179,0
"N00001628",248,248,0
"N00001629",303,303,0
"N00001630",214,214,0
"N00001631",226,226,0
"N00001632",244,244,0
"N00001633",183,183,0
"N00001634",229,229,0
"N00001635",300,300,0
"N00001636",170,167,3
"N00001637",220,220,0
"N00001638",252,240,12
"N00001639",180,180,0
"N00001640",214,214,0
"N00001641",250,250,0
"N00001642",299,299,0
"N00001643",595,595,0
"N00001644",329,329,0
"N00001645",234,234,0
"N00001646",352,274,78
"N00001647",294,294,0
"N00001648",316,316,0
"N00001649",443,443,0
"N00001650",305,305,0
"N00001651",383,383,0
"N00001652",396,396,0
"N00001653",440,440,0
"N00001654",385,385,0
"N00001655",386,386,0
"N00001656",234,234,0
"N00001657",292,292,0
"N00001658",209,209,0
"N00001659",248,248,0
"N00001660",294,294,0
"N00001661",373,373,0
"N00001662",325,325,0
"N00001663",316,316,0
"N00001664",325,325,0
"N00001665",370,370,0
"N00001666",340,340,0
"N00001667",301,301,0
"N00001668",391,391,0
"N00001669",326,326,0
"N00001670",263,263,0
"N00001671",302,302,0
"N00001672",368,368,0
"N00001673",447,447,0
"N00001674",248,248,0
"N00001675",279,279,0
"N00001676",264,264,0
"N00001677",552,552,0
"N00001678",435,435,0
"N00001679",404,404,0
"N00001680",540,540,0
"N00001681",300,300,0
"N00001682",324,324,0
"N00001683",388,379,9
"N00001684",930,930,0
"N00001685",337,337,0
"N00001686",279,279,0
"N00001687",308,308,0
"N00001688",361,361,0
"N00001689",246,246,0
"N00001690",352,352,0
"N00001691",280,280,0
"N00001692",254,254,0
"N00001693",311,245,66
"N00001694",293,293,0
"N00001695",414,414,0
"N00001696",379,379,0
"N00001697",298,298,0
"N00001698",269,269,0
"N00001699",395,395,0
"N00001700",260,260,0
"N00001701",198,198,0
"N00001702",338,338,0
"N00001703",1033,1023,10
"N00001704",829,762,67
"N00001705",222,222,0
"N00001706",465,465,0
"N00001707",395,395,0
"N00001708",674,674,0
"N00001709",252,252,0
"N00001710",341,340,1
"N00001711",362,362,0
"N00001712",387,336,51
"N00001713",207,207,0
"N00001714",536,536,0
"N00001715",287,287,0
"N00001716",303,303,0
"N00001717",352,352,0
"N00001718",288,288,0
"N00001719",320,320,0
"N00001720",289,289,0
"N00001721",279,279,0
"N00001722",335,335,0
"N00001723",289,289,0
"N00001724",244,244,0
"N00001725",260,260,0
"N00001726",263,263,0
"N00001727",222,222,0
"N00001728",292,292,0
"N00001729",312,312,0
"N00001730",214,214,0
"N00001731",227,227,0
"N00001732",1089,1089,0
"N00001733",282,282,0
"N00001734",287,287,0
"N00001735",268,268,0
"N00001736",352,307,45
"N00001737",352,352,0
"N00001738",317,317,0
"N00001739",352,352,0
"N00001740",694,694,0
"N00001741",284,284,0
"N00001742",229,229,0
"N00001743",283,283,0
"N00001744",325,325,0
"N00001745",336,336,0
"N00001746",295,295,0
"N00001747",742,740,2
"N00001748",456,456,0
"N00001749",325,325,0
"N00001750",256,256,0
"N00001751",318,300,18
"N00001752",299,299,0
"N00001753",321,321,0
"N00001754",356,356,0
"N00001755",380,380,0
"N00001756",326,326,0
"N00001757",243,243,0
"N00001758",272,272,0
"N00001759",313,313,0
"N00001760",1278,1083,195
"N00001761",503,402,101
"N00001762",275,275,0
"N00001763",1425,1425,0
"N00001764",234,234,0
"N00001765",990,925,65
"N00001766",256,256,0
"N00001767",299,299,0
"N00001768",296,296,0
"N00001769",374,374,0
"N00001770",333,333,0
"N00001771",437,437,0
"N00001772",278,278,0
"N00001773",278,278,0
"N00001774",281,281,0
"N00001775",301,301,0
"N00001776",294,294,0
"N00001777",352,352,0
"N00001778",307,307,0
"N00001779",293,293,0
"N00001780",621,621,0
"N00001781",429,370,59
"N00001782",354,354,0
"N00001783",348,348,0
"N00001784",257,257,0
"N00001785",348,348,0
"N00001786",319,306,13
"N00001787",281,281,0
"N00001788",335,335,0
"N00001789",425,425,0
"N00001790",359,311,48
"N00001791",474,474,0
"N00001792",345,345,0
"N00001793",456,456,0
"N00001794",915,829,86
"N00001795",320,320,0
"N00001796",336,336,0
"N00001797",341,341,0
"N00001798",423,423,0
"N00001799",314,314,0
"N00001800",343,343,0
"N00001801",439,439,0
"N00001802",331,331,0
"N00001803",302,302,0
"N00001804",353,353,0
"N00001805",893,893,0
"N00001806",324,324,0
"N00001807",249,249,0
"N00001808",249,249,0
"N00001809",255,255,0
"N00001810",231,231,0
"N00001811",249,249,0
"N00001812",340,340,0
"N00001813",193,180,13
"N00001814",644,644,0
"N00001815",347,347,0
"N00001816",486,486,0
"N00001817",287,287,0
"N00001818",274,274,0
"N00001819",379,379,0
"N00001820",314,310,4
"N00001821",618,606,12
"N00001822",270,270,0
"N00001823",383,383,0
"N00001824",365,365,0
"N00001825",240,240,0
"N00001826",344,344,0
"N00001827",334,334,0
"N00001828",257,257,0
"N00001829",238,238,0
"N00001830",393,393,0
"N00001831",337,337,0
"N00001832",251,251,0
"N00001833",327,327,0
"N00001834",235,235,0
"N00001835",295,295,0
"N00001836",284,284,0
"N00001837",236,236,0
"N00001838",234,234,0
"N00001839",396,384,12
"N00001840",374,374,0
"N00001841",345,345,0
"N00001842",258,258,0
"N00001843",326,326,0
"N00001844",297,297,0
"N00001845",292,292,0
"N00001846",279,279,0
"N00001847",287,287,0
"N00001848",298,298,0
"N00001849",303,303,0
"N00001850",636,636,0
"N00001851",295,295,0
"N00001852",349,318,31
"N00001853",344,344,0
"N00001854",232,232,0
"N00001855",292,292,0
"N00001856",272,272,0
"N00001857",268,268,0
"N00001858",232,232,0
"N00001859",266,266,0
"N00001860",210,210,0
"N00001861",271,271,0
"N00001862",387,386,1
"N00001863",272,272,0
"N00001864",364,364,0
"N00001865",541,541,0
"N00001866",252,252,0
"N00001867",359,359,0
"N00001868",372,372,0
"N00001869",350,310,40
"N00001870",323,323,0
"N00001871",355,355,0
"N00001872",256,256,0
"N00001873",806,806,0
"N00001874",376,376,0
"N00001875",291,291,0
"N00001876",332,332,0
"N00001877",282,282,0
"N00001878",307,307,0
"N00001879",352,352,0
"N00001880",313,313,0
"N00001881",979,979,0
"N00001882",281,281,0
"N00001883",292,292,0
"N00001884",261,261,0
"N00001885",229,229,0
"N00001886",232,232,0
"N00001887",289,289,0
"N00001888",287,287,0
"N00001889",231,231,0
"N00001890",555,555,0
"N00001891",390,390,0
"N00001892",280,280,0
"N00001893",270,270,0
"N00001894",320,320,0
"N00001895",342,342,0
"N00001896",546,546,0
"N00001897",283,283,0
"N00001898",279,279,0
"N00001899",186,186,0
"N00001900",346,346,0
"N00001901",377,377,0
"N00001902",411,411,0
"N00001903",427,427,0
"N00001904",265,265,0
"N00001905",267,267,0
"N00001906",308,303,5
"N00001907",331,331,0
"N00001908",321,321,0
"N00001909",331,331,0
"N00001910",386,386,0
"N00001911",290,290,0
"N00001912",428,415,13
"N00001913",280,280,0
"N00001914",303,303,0
"N00001915",651,651,0
"N00001916",267,267,0
"N00001917",312,288,24
"N00001918",249,249,0
"N00001919",324,324,0
"N00001920",327,327,0
"N00001921",272,272,0
"N00001922",300,300,0
"N00001923",236,236,0
"N00001924",367,367,0
"N00001925",273,273,0
"N00001926",320,320,0
"N00001927",225,225,0
"N00001928",232,232,0
"N00001929",440,440,0
"N00001930",249,249,0
"N00001931",267,267,0
"N00001932",278,278,0
"N00001933",292,292,0
"N00001934",265,265,0
"N00001935",350,350,0
"N00001936",304,304,0
"N00001937",304,304,0
"N00001938",311,311,0
"N00001939",278,278,0
"N00001940",359,359,0
"N00001941",284,284,0
"N00001942",451,451,0
"N00001943",429,428,1
"N00001944",365,365,0
"N00001945",440,437,3
"N00001946",352,352,0
"N00001947",462,462,0
"N00001948",216,216,0
"N00001949",685,684,1
"N00001950",230,230,0
"N00001951",238,237,1
"N00001952",266,266,0
"N00001953",200,200,0
"N00001954",254,254,0
"N00001955",285,280,5
"N00001956",207,207,0
"N00001957",294,294,0
"N00001958",326,326,0
"N00001959",261,261,0
"N00001960",318,318,0
"N00001961",419,419,0
"N00001962",209,209,0
"N00001963",167,167,0
"N00001964",269,269,0
"N00001965",304,304,0
"N00001966",434,434,0
"N00001967",468,468,0
"N00001968",340,340,0
"N00001969",531,531,0
"N00001970",293,293,0
"N00001971",410,410,0
"N00001972",331,331,0
"N00001973",321,321,0
"N00001974",179,179,0
"N00001975",364,304,60
"N00001976",427,427,0
"N00001977",251,251,0
"N00001978",293,293,0
"N00001979",274,274,0
"N00001980",328,328,0
"N00001981",245,205,40
"N00001982",769,769,0
"N00001983",267,267,0
"N00001984",348,348,0
"N00001985",241,241,0
"N00001986",456,387,69
"N00001987",400,400,0
"N00001988",344,344,0
"N00001989",368,368,0
"N00001990",261,261,0
"N00001991",320,320,0
"N00001992",267,267,0
"N00001993",249,249,0
"N00001994",355,355,0
"N00001995",335,335,0
"N00001996",319,319,0
"N00001997",368,368,0
"N00001998",262,236,26
"N00001999",1298,1145,153
"N00002000",339,339,0
"N00002001",376,376,0
"N00002002",300,298,2
"N00002003",291,291,0
"N00002004",370,370,0
"N00002005",186,186,0
"N00002006",245,243,2
"N00002007",222,222,0
"N00002008",630,630,0
"N00002009",303,303,0
"N00002010",478,478,0
"N00002011",564,564,0
"N00002012",501,501,0
"N00002013",319,319,0
"N00002014",974,974,0
"N00002015",292,292,0
"N00002016",252,252,0
"N00002017",303,303,0
"N00002018",1387,1381,6
"N00002019",253,253,0
"N00002020",309,309,0
"N00002021",465,465,0
"N00002022",378,378,0
"N00002023",471,456,15
"N00002024",494,494,0
"N00002025",227,227,0
"N00002026",437,437,0
"N00002027",252,252,0
"N00002028",1232,1232,0
"N00002029",582,582,0
"N00002030",330,330,0
"N00002031",350,350,0
"N00002032",499,499,0
"N00002033",249,249,0
"N00002034",312,312,0
"N00002035",341,341,0
"N00002036",354,354,0
"N00002037",574,574,0
"N00002038",394,394,0
"N00002039",306,306,0
"N00002040",342,342,0
"N00002041",355,355,0
"N00002042",269,267,2
"N00002043",350,337,13
"N00002044",555,555,0
"N00002045",436,334,102
"N00002046",269,269,0
"N00002047",222,222,0
"N00002048",202,202,0
"N00002049",218,218,0
"N00002050",189,189,0
"N00002051",495,454,41
"N00002052",241,238,3
"N00002053",232,232,0
"N00002054",446,446,0
"N00002055",494,494,0
"N00002056",470,468,2
"N00002057",415,405,10
"N00002058",630,630,0
"N00002059",257,257,0
"N00002060",879,784,95
"N00002061",670,670,0
"N00002062",226,226,0
"N00002063",352,352,0
"N00002064",704,704,0
"N00002065",270,268,2
"N00002066",364,321,43
"N00002067",1004,1003,1
"N00002068",248,248,0
"N00002069",435,435,0
"N00002070",1134,1134,0
"N00002071",320,320,0
"N00002072",284,284,0
"N00002073",262,262,0
"N00002074",840,840,0
"N00002075",362,362,0
"N00002076",226,226,0
"N00002077",229,229,0
"N00002078",266,266,0
"N00002079",654,654,0
"N00002080",321,321,0
"N00002081",282,282,0
"N00002082",1350,769,581
"N00002083",323,323,0
"N00002084",438,438,0
"N00002085",603,589,14
"N00002086",482,482,0
"N00002087",238,225,13
"N00002088",336,336,0
"N00002089",374,374,0
"N00002090",484,484,0
"N00002091",980,980,0
"N00002092",517,517,0
"N00002093",597,597,0
"N00002094",695,695,0
"N00002095",485,485,0
"N00002096",454,454,0
"N00002097",395,366,29
"N00002098",397,397,0
"N00002099",454,441,13
"N00002100",505,505,0
"N00002101",551,551,0
"N00002102",450,450,0
"N00002103",804,804,0
"N00002104",280,280,0
"N00002105",417,417,0
"N00002106",327,327,0
"N00002107",538,538,0
"N00002108",421,421,0
"N00002109",524,524,0
"N00002110",530,530,0
"N00002111",563,534,29
"N00002112",468,468,0
"N00002113",531,531,0
"N00002114",366,366,0
"N00002115",249,249,0
"N00002116",263,263,0
"N00002117",323,323,0
"N00002118",406,406,0
"N00002119",278,278,0
"N00002120",261,261,0
"N00002121",454,454,0
"N00002122",523,523,0
"N00002123",461,461,0
"N00002124",346,346,0
"N00002125",1354,1320,34
"N00002126",480,480,0
"N00002127",812,812,0
"N00002128",763,763,0
"N00002129",1023,990,33
"N00002130",401,401,0
"N00002131",426,426,0
"N00002132",381,381,0
"N00002133",513,513,0
"N00002134",343,343,0
"N00002135",518,518,0
"N00002136",310,310,0
"N00002137",283,283,0
"N00002138",306,306,0
"N00002139",747,747,0
"N00002140",281,281,0
"N00002141",226,226,0
"N00002142",220,220,0
"N00002143",457,457,0
"N00002144",575,575,0
"N00002145",498,498,0
"N00002146",385,385,0
"N00002147",394,394,0
"N00002148",406,406,0
"N00002149",434,434,0
"N00002150",344,344,0
"N00002151",295,295,0
"N00002152",338,290,48
"N00002153",449,449,0
"N00002154",394,394,0
"N00002155",528,528,0
"N00002156",378,378,0
"N00002157",292,292,0
"N00002158",455,455,0
"N00002159",556,556,0
"N00002160",387,387,0
"N00002161",523,495,28
"N00002162",469,469,0
"N00002163",556,556,0
"N00002164",297,297,0
"N00002165",382,382,0
"N00002166",371,348,23
"N00002167",349,349,0
"N00002168",360,295,65
"N00002169",457,457,0
"N00002170",313,313,0
"N00002171",531,531,0
"N00002172",630,630,0
"N00002173",476,476,0
"N00002174",538,538,0
"N00002175",742,742,0
"N00002176",570,570,0
"N00002177",617,617,0
"N00002178",514,514,0
"N00002179",332,332,0
"N00002180",199,199,0
"N00002181",719,719,0
"N00002182",362,362,0
"N00002183",280,262,18
"N00002184",220,220,0
"N00002185",412,411,1
"N00002186",232,232,0
"N00002187",286,286,0
"N00002188",190,190,0
"N00002189",235,235,0
"N00002190",533,533,0
"N00002191",213,213,0
"N00002192",493,493,0
"N00002193",241,241,0
"N00002194",219,219,0
"N00002195",312,312,0
"N00002196",589,589,0
"N00002197",657,657,0
"N00002198",290,290,0
"N00002199",317,317,0
"N00002200",411,411,0
"N00002201",244,244,0
"N00002202",477,430,47
"N00002203",1147,1109,38
"N00002204",431,431,0
"N00002205",805,805,0
"N00002206",325,325,0
"N00002207",299,299,0
"N00002208",334,334,0
"N00002209",361,361,0
"N00002210",417,417,0
"N00002211",247,247,0
"N00002212",259,259,0
"N00002213",790,790,0
"N00002214",358,358,0
"N00002215",271,271,0
"N00002216",269,269,0
"N00002217",235,235,0
"N00002218",235,235,0
"N00002219",224,224,0
"N00002220",484,440,44
"N00002221",448,448,0
"N00002222",282,282,0
"N00002223",138,138,0
"N00002224",198,198,0
"N00002225",331,331,0
"N00002226",225,225,0
"N00002227",249,249,0
"N00002228",260,260,0
"N00002229",1012,1012,0
"N00002230",289,289,0
"N00002231",348,348,0
"N00002232",799,779,20
"N00002233",312,312,0
"N00002234",246,246,0
"N00002235",314,314,0
"N00002236",611,592,19
"N00002237",340,340,0
"N00002238",274,274,0
"N00002239",242,242,0
"N00002240",329,329,0
"N00002241",323,241,82
"N00002242",276,276,0
"N00002243",242,242,0
"N00002244",299,299,0
"N00002245",214,178,36
"N00002246",467,467,0
"N00002247",471,471,0
"N00002248",778,778,0
"N00002249",613,613,0
"N00002250",351,351,0
"N00002251",394,394,0
"N00002252",895,895,0
"N00002253",418,418,0
"N00002254",545,545,0
"N00002255",543,543,0
"N00002256",499,499,0
"N00002257",342,342,0
"N00002258",344,344,0
"N00002259",353,353,0
"N00002260",797,797,0
"N00002261",723,700,23
"N00002262",444,444,0
"N00002263",487,487,0
"N00002264",732,732,0
"N00002265",618,618,0
"N00002266",290,290,0
"N00002267",486,486,0
"N00002268",803,803,0
"N00002269",326,326,0
"N00002270",352,352,0
"N00002271",333,333,0
"N00002272",272,272,0
"N00002273",597,597,0
"N00002274",251,251,0
"N00002275",254,254,0
"N00002276",299,299,0
"N00002277",515,515,0
"N00002278",336,336,0
"N00002279",205,205,0
"N00002280",288,288,0
"N00002281",420,420,0
"N00002282",276,276,0
"N00002283",277,277,0
"N00002284",297,297,0
"N00002285",420,420,0
"N00002286",359,359,0
"N00002287",308,308,0
"N00002288",294,294,0
"N00002289",242,242,0
"N00002290",456,456,0
"N00002291",442,442,0
"N00002292",309,306,3
"N00002293",231,231,0
"N00002294",292,292,0
"N00002295",334,334,0
"N00002296",407,348,59
"N00002297",335,335,0
"N00002298",277,277,0
"N00002299",372,372,0
"N00002300",813,811,2
"N00002301",671,671,0
"N00002302",658,658,0
"N00002303",447,447,0
"N00002304",218,218,0
"N00002305",790,790,0
"N00002306",1483,1423,60
"N00002307",378,378,0
"N00002308",329,329,0
"N00002309",224,224,0
"N00002310",218,218,0
"N00002311",285,285,0
"N00002312",309,309,0
"N00002313",302,302,0
"N00002314",274,274,0
"N00002315",344,344,0
"N00002316",254,244,10
